	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
HSD11B1	426.855908194375	-3.18384049781475	0.17367503427813	-18.3321714087934	4.58240998640686e-75	1.02604793493389e-72
SLC7A11	297.256047841489	2.73023125001359	0.14906107180567	18.3161922622761	6.14658566204004e-75	1.36099065636816e-72
PRKCQ	132.581063110578	2.88149157992887	0.157822796567775	18.2577653076337	1.79488385477181e-74	3.93059840196622e-72
EPHB2	474.274397964114	2.55577602736213	0.140693832966254	18.1655156695827	9.6793320466753e-74	2.09662748941462e-71
CCNB1	546.368533055447	2.17591323482496	0.120289070589797	18.0890352228686	3.88834538575109e-73	8.33192976852126e-71
KCNJ15	250.455293131527	2.2136039034338	0.12242931537698	18.0806688056512	4.52559457914765e-73	9.59426050779301e-71
MATN2	2359.02550068435	-1.19112579501974	0.0659021862057666	-18.0741469076713	5.09371067758867e-73	1.05882260452231e-70
NOD2	767.054216172772	1.90638808429989	0.105476406960449	18.0740711523738	5.10071106152857e-73	1.05882260452231e-70
CD274	180.167166059699	3.11645159462468	0.173314466435143	17.9814856701007	2.72102871716768e-72	5.59017116244511e-70
GZMB	104.624455900162	4.0029626972754	0.22264525030982	17.9791066358034	2.84032153444592e-72	5.77570689167737e-70
CCNE1	167.100488809184	2.49369084982538	0.139056840166568	17.9328887873357	6.52971351893065e-72	1.31438516166919e-69
IL34	759.671027935497	-2.54874760789738	0.142638139023424	-17.8686263389824	2.07029757756404e-71	4.12568901256962e-69
SLC7A1	5128.46648945045	1.5757729990321	0.0883409832590597	17.8373948409783	3.62193052962593e-71	7.14631995984014e-69
SFXN1	730.021971224332	1.11075476170329	0.0623942163823428	17.8022070971569	6.79378462605323e-71	1.32731901988224e-68
POLR3G	182.792728032723	2.4251851390127	0.136485819924088	17.768769974504	1.23366196972062e-70	2.38683647889248e-68
MXD1	1268.17355796986	1.93281053047534	0.109419320951697	17.6642526535929	7.90528637139908e-70	1.51477448855039e-67
ADAMDEC1	225.672231194155	4.44090882189174	0.251414467270779	17.6636964057792	7.98359279970172e-70	1.51520987916625e-67
TRIM15	42.2773023690962	4.64875804802116	0.263939428923619	17.6129730483218	1.95880883344627e-69	3.68256060687898e-67
UPP1	478.573323659469	3.15593562207778	0.179410414722713	17.5905932047224	2.90817308748114e-69	5.41626853152563e-67
CCNA2	330.243436518938	1.91322819696593	0.109169191111772	17.5253492077915	9.17763454130651e-69	1.69344352906626e-66
TMEM45B	1518.76980533135	2.06178247842171	0.117879944963865	17.490528003332	1.69182533245409e-68	3.09309130505918e-66
CXCL1	203.145748679963	6.1747596513026	0.353908150499712	17.4473507959168	3.6057282507728e-68	6.53226841649094e-66
GINS3	283.648672951076	1.46946819307789	0.0842385952687359	17.4441203392581	3.81547600415485e-68	6.84998250547728e-66
C5orf46	682.893134797293	-3.24589477074866	0.186978833039102	-17.3596910302134	1.66617639783647e-67	2.96460386215047e-65
CD24	7799.5944437772	2.58635738301463	0.149096217878524	17.3469013487777	2.08174555560146e-67	3.67124118867485e-65
KIF20A	273.900696817681	2.11525576898459	0.12236713215195	17.286143196998	5.98234303478784e-67	1.04575554383554e-64
PLA2G4E	4745.24002981952	2.26430271700688	0.131287734696053	17.2468717070107	1.18124398645877e-66	2.04694175323047e-64
CXCL13	56.3129337800602	5.7325703663777	0.332801620131413	17.2251876782153	1.7186934961599e-66	2.95259689581676e-64
IL36RN	5153.97128296789	2.83736662095993	0.164803164786592	17.2166998408927	1.99017502193873e-66	3.38976135360641e-64
LCN2	2619.74402556479	4.32799608771684	0.251572177245482	17.2037946926604	2.48697782998376e-66	4.20004188100987e-64
OAS3	2817.9115264325	2.70655423842755	0.157384852436644	17.1970440390195	2.79427361339195e-66	4.67935164434241e-64
TGM1	6449.01639726205	2.77613819631479	0.161588626998327	17.1802821020537	3.73092485622906e-66	6.19582254457772e-64
FUT3	246.508517180517	2.81136153574864	0.163752292405516	17.1683797182307	4.58027959830469e-66	7.54345552355503e-64
TNIP3	143.889169556249	5.07282461791604	0.295614251247745	17.1602843790662	5.26551850377362e-66	8.60092235600006e-64
CENPN	294.420431079501	1.44007111417182	0.0843263349826092	17.0773592196176	2.18799839044671e-65	3.54491316461967e-63
CHAC1	378.961284055876	4.47080260985532	0.262069751441849	17.0595903772105	2.96627866847578e-65	4.76709687946656e-63
SLC26A9	716.318970736669	3.0273567403054	0.178041505139897	17.0036573097191	7.71526606185034e-65	1.22999857664443e-62
HYAL4	104.91310661269	3.14474534078625	0.185030370741312	16.9958333228596	8.81684296533709e-65	1.39446068740665e-62
GALNT6	1005.5684724912	2.22582407254555	0.131441309184348	16.9339767410853	2.52714713844547e-64	3.96543213975916e-62
RND1	121.712094008172	4.11874309589902	0.243490215335134	16.9154357608583	3.4624612373774e-64	5.39061933894195e-62
STAT1	5527.17069155227	2.00811605518223	0.118824446369609	16.8998561873025	4.51005209868564e-64	6.96715645136492e-62
KIF23	246.230324389997	1.62991771820254	0.0968150248486746	16.8353798467765	1.34323647595913e-63	2.05907819176258e-61
GDPD3	671.988591085642	2.39364038374086	0.142194592688531	16.833554205426	1.38530921689384e-63	2.09598818028464e-61
TMC5	420.236933079499	2.69032239914191	0.159820268048111	16.8334243960349	1.38835025992358e-63	2.09598818028464e-61
PPP4R1	2807.53037727277	1.22070400715592	0.0725217138869122	16.83225535816	1.41603876924136e-63	2.12171583409337e-61
PARP9	1615.84372745672	2.04706046207514	0.121746956498042	16.8140586094081	1.92526625428042e-63	2.86318700860449e-61
IFI16	4046.48570961595	1.61257869149721	0.0960303935794077	16.7923782397472	2.77498551821142e-63	4.09628973384571e-61
KRT16	106440.31631977	3.06552289592418	0.182578474655045	16.7901659914513	2.88038170873166e-63	4.22060637438268e-61
APOL1	1457.83573446156	2.55239899512998	0.152218843773272	16.767956790762	4.18659079891752e-63	6.08980886429403e-61
RORC	449.155658976944	-2.44760442667144	0.146200387863842	-16.7414359321051	6.53915200811158e-63	9.44291458098896e-61
IFI27	6912.75774530037	3.80127665144417	0.227358793253985	16.7192858346926	9.48490197950807e-63	1.35982105501897e-60
ULBP2	45.9651675045109	2.5427139177232	0.152180629361265	16.7085254437146	1.13610256857112e-62	1.61716085617751e-60
CXCR6	78.7607466369281	2.909691137653	0.174718508703787	16.6535941683546	2.84961892821003e-62	4.02746141853684e-60
CLCA2	11080.1075653088	1.48137670117569	0.0890636748997732	16.6327821397752	4.03418942992483e-62	5.66150189855929e-60
NCAPH	189.952263218648	1.75483943228689	0.105648602271483	16.6101528515969	5.88430797390263e-62	8.20017407719802e-60
PHF17	859.339648166718	-1.13158849264337	0.0681859249208043	-16.5956316345003	7.49511691975097e-62	1.03724090261665e-59
PTTG1	372.962342468099	1.70925142638909	0.10301710685382	16.5919183579334	7.97324200111394e-62	1.0957983903324e-59
RGMB	1119.96438852798	-1.19734476797119	0.0722055172104308	-16.5824553888553	9.33360797733333e-62	1.27397356008424e-59
SLC5A1	2319.04843657582	1.97381280621181	0.119291091712622	16.5461877988913	1.70567069446955e-61	2.31228609519655e-59
USP54	937.890875192032	-0.967529204350924	0.0584875074652536	-16.5424933679336	1.81357861520536e-61	2.44195909755489e-59
SLC39A6	4442.2733020312	1.22846545036045	0.07428899296955	16.5363050602123	2.00977824345297e-61	2.68797723728394e-59
CLEC7A	467.191893913465	2.18662070499151	0.132257786466071	16.5330205760888	2.12236162329185e-61	2.81962816193067e-59
AMMECR1	935.980411904896	1.53636875166376	0.0929513082972843	16.5287480058917	2.27826777738201e-61	3.00670995150123e-59
KIAA1467	405.021562357143	-1.62893000483658	0.0988321796006323	-16.4817776094676	4.96046462385449e-61	6.50343019895871e-59
IL8	569.256854991557	7.39562842977375	0.448935176690004	16.473711158706	5.66837408471757e-61	7.38296462485306e-59
CNFN	9753.51359845107	3.08292807461952	0.187760744358368	16.419449577465	1.3882028434913e-60	1.79637053669445e-58
TRIM14	1219.44319480837	1.43067668428491	0.0871912097763953	16.408496773401	1.66271439679068e-60	2.13771435478998e-58
MYD88	1752.340794793	1.19267730636375	0.0728151885868295	16.3795127020996	2.67880687110478e-60	3.42200405944718e-58
GJB4	635.194673954615	-3.55564829799155	0.217144357713451	-16.3745829522481	2.90491769874251e-60	3.68721018474782e-58
TRIM10	51.9798225592507	4.18963353031987	0.255968687647739	16.3677579817325	3.24966414139588e-60	4.09869031707197e-58
SKA3	88.6347654017269	1.98220519846484	0.121199805912752	16.3548545605079	4.01666254895053e-60	5.03421706135133e-58
C15orf42	97.373739224014	2.11820272831594	0.129642250390865	16.3388302959079	5.2245597613572e-60	6.50718918277039e-58
LGALS9C	54.756296456439	3.04846046321852	0.186589373439398	16.3378032040427	5.31330414842712e-60	6.57661646396618e-58
IGFL1	338.414126563164	5.17398223944441	0.316817993116131	16.3310870968994	5.93178934560498e-60	7.29683321476643e-58
SKA1	100.051150001693	1.47583432815731	0.0904414384153705	16.3181209190775	7.3359142842677e-60	8.96871778263109e-58
NCAPG	172.274943772476	1.96402139619903	0.120533161520718	16.2944485270259	1.08074080571111e-59	1.31323187659823e-57
PRSS53	582.575368950127	3.65363026093315	0.224976757598905	16.2400343036633	2.6277717663862e-59	3.17371125821481e-57
DLGAP5	185.603375456641	2.16144412751273	0.133136543762334	16.2347922398465	2.86215329354244e-59	3.43596330323576e-57
HERC6	1255.72199919268	3.33363969139461	0.206344937431343	16.1556650378389	1.03595277101397e-58	1.23619561800997e-56
PRDM1	1739.08952257036	1.7444461604201	0.108020615422998	16.1491966472235	1.15050299502371e-58	1.36471569552574e-56
EHF	8116.43063363491	1.97313434894694	0.122265214177463	16.138149859068	1.37604590304926e-58	1.62259424591513e-56
CDC25B	1471.47622447361	1.51219398192385	0.0940999099508842	16.0700895751457	4.13488430786671e-58	4.84705732277458e-56
IL19	117.07549919874	7.47360296374037	0.465356391981599	16.0599555362632	4.86900171829824e-58	5.67423779194428e-56
C1orf135	47.349722663252	1.93608376130502	0.1206549769403	16.0464475681182	6.05309740207013e-58	7.01314680397986e-56
FCHSD1	2095.32722217036	2.44109318273952	0.152239596139512	16.0345484659753	7.33145350543785e-58	8.44515638476101e-56
CHRM4	35.1619108897511	-3.91640135724311	0.244965752193961	-15.9875465127964	1.56057186127703e-57	1.78730322135222e-55
CCR7	180.346657308949	2.93371215848992	0.183787157270639	15.9625525638325	2.33003767913125e-57	2.65331376398444e-55
CCNB2	289.131523264894	1.62499524466199	0.102093441595812	15.9167446925274	4.84960595920234e-57	5.49107656562411e-55
PDZK1IP1	2998.17291816226	2.25360921394846	0.141872650052312	15.8847333373804	8.08410057442093e-57	9.10169244333674e-55
MPHOSPH6	640.8987755793	1.89599489696698	0.119443378854364	15.8735872607785	9.65606338900452e-57	1.08104511919147e-54
SOX7	1232.0152586396	1.50412114281463	0.094888757272233	15.851415763612	1.3744906111417e-56	1.5302150222811e-54
RAB3B	364.974745016586	-2.19350775554394	0.138401944113985	-15.8488218470212	1.43241160252585e-56	1.58583880084084e-54
KIF2C	263.145137842689	1.72769892365517	0.109361517631934	15.7980518290711	3.20880641625557e-56	3.53287813608513e-54
ANKRD33B	949.279727364807	-2.58941853642427	0.163965188031301	-15.7924896590241	3.50469812714058e-56	3.83745188338778e-54
CCRN4L	212.795857840274	1.62468486828722	0.103432352912967	15.7077048189585	1.33941019656196e-55	1.45856646978616e-53
CLDN1	8297.9535491202	-1.59087074738019	0.101438442984175	-15.6831148091298	1.97335251188296e-55	2.12567399225966e-53
LGALS9B	30.4153648228904	3.0191957533351	0.192511638451827	15.6831855861567	1.97115446773363e-55	2.12567399225966e-53
CRABP2	9046.72508801484	2.12518258298336	0.135577410802931	15.6750491870096	2.24051499175086e-55	2.40048294385006e-53
CTPS	647.253022495793	1.21192168706614	0.0773698070094277	15.6640133135974	2.6653393227716e-55	2.84036802268409e-53
KIAA1239	51.3833888630599	3.15734351327273	0.201807553644724	15.6453188012533	3.57574073028436e-55	3.79028517410142e-53
TGM3	9470.10622335149	2.58481183637564	0.165279121423653	15.6390705257327	3.94443349689346e-55	4.15897728709486e-53
DCUN1D3	425.288552269957	1.4572328715321	0.0935233836587634	15.5814814918274	9.72738944883868e-55	1.02024956282346e-52
BUB1	197.714169714445	1.79786052845023	0.115400722360229	15.579283142077	1.0067743987549e-54	1.05041885960145e-52
LOC439949	43.4096611409389	2.52936390185532	0.162450395811614	15.5700691846175	1.16281382350989e-54	1.2069038476513e-52
TNNC1	54.6112428471152	-2.59509619787059	0.16683678500256	-15.5547003487916	1.47845568285893e-54	1.52656294549289e-52
EPSTI1	264.112608158516	2.65143960826539	0.170852697586955	15.5188630072168	2.5859240870227e-54	2.65630387660765e-52
CDH26	64.7114265313857	2.68211360479851	0.173470894646811	15.461461764288	6.31490617126521e-54	6.42058419290679e-52
S100A7L2	22.6652868970065	6.17426987305067	0.399332290396702	15.4614841362242	6.31271314417778e-54	6.42058419290679e-52
FLVCR2	414.681989087552	1.63783433381475	0.106140530783868	15.4308097172591	1.01587634588159e-53	1.02763369648367e-51
KRT6B	65857.3785592075	2.99074637950933	0.193846078916066	15.4284595088679	1.05355014961602e-53	1.06036097886607e-51
GRHL3	2212.95329338345	1.7362250084736	0.112826239962073	15.3884859502296	1.95554689628984e-53	1.958298419561e-51
CYP24A1	55.8582741335163	3.28051072117923	0.213542237318318	15.3623506167968	2.92764196174082e-53	2.91710245067855e-51
PNP	1462.0592828257	1.97604179942875	0.128768752439078	15.3456623753782	3.78674398098992e-53	3.75434000264513e-51
MKI67	1375.81362313849	1.70088089010485	0.110850877093209	15.3438649716291	3.89309097765849e-53	3.84066915855339e-51
TMEM165	1371.8065807595	1.55929523814875	0.101705809796029	15.3314273911777	4.71510324289789e-53	4.62869839529405e-51
ATP10B	1009.44218048463	1.75031772524569	0.114445292769344	15.2939250089851	8.39353106632789e-53	8.19932779851874e-51
PRR11	352.278945502068	1.33087038539277	0.0870408008635407	15.2901900279991	8.88903984420069e-53	8.64101395196251e-51
PCDHGB4	81.2057173869888	-1.48544684964285	0.0972005479185136	-15.282288849731	1.00353202196906e-52	9.70795443388318e-51
C7orf41	1617.47124191633	-1.2694773786393	0.0831135552818839	-15.2740112528432	1.13943145432379e-52	1.09693671602727e-50
BLM	70.7987877634504	1.75918053971883	0.115196734876193	15.2710972373435	1.1915119802849e-52	1.14156013188065e-50
C12orf56	52.1751891517934	2.48982731472373	0.163302259838859	15.2467413321813	1.73056961789169e-52	1.65008571030362e-50
CDCA2	105.925105974609	1.7272922451744	0.113383776474591	15.2340334647566	2.10212814545362e-52	1.99481950869523e-50
TNFRSF21	1117.71590554182	1.69050182574826	0.110977521445634	15.2328309708774	2.14115759468512e-52	2.02222694535e-50
RDH16	169.198855156752	2.34958084165261	0.154454619679403	15.2121111464945	2.93909930034671e-52	2.76275334232591e-50
CDK1	317.605303953999	1.8135862707217	0.119237487014006	15.2098665959697	3.04162319716753e-52	2.84570267949082e-50
SERPINB1	1591.3829271339	1.76359532410956	0.116059530642884	15.1956096525684	3.78129195920396e-52	3.52119561509423e-50
TMEM241	336.422941252532	1.06263917131722	0.0700450763187366	15.170790399053	5.52079680763745e-52	5.11713668756275e-50
SNTB1	516.31195000928	-1.96650494105936	0.129627874133139	-15.1703864173503	5.55488233999377e-52	5.12489329960166e-50
GLTP	15669.7071160861	1.46927001730133	0.0971901068069094	15.1174853652581	1.24195368337946e-51	1.14053700471825e-49
RTP4	82.9417737126123	2.43035920759932	0.160908629272366	15.1039706110821	1.52468857903004e-51	1.39376119279406e-49
CARHSP1	1922.83346058435	1.61584219105236	0.10714683293801	15.0806341797074	2.17172898448824e-51	1.97617421017724e-49
FUT1	244.457475982286	1.50982951138144	0.100140595618308	15.0770973755364	2.29122623312948e-51	2.07543438062747e-49
FOSL1	239.309053607178	3.62225859256777	0.240420225535088	15.0663638406708	2.69545257090437e-51	2.43054202864173e-49
LCE5A	869.202604364589	-2.81610275590077	0.187381906737249	-15.0286802228433	4.76402953476653e-51	4.27646759319043e-49
F3	787.846116941509	-2.19268064464664	0.146091068581728	-15.0089986056881	6.41082514693994e-51	5.7289203375883e-49
EZH2	445.588640951517	1.30965285216844	0.0873473381457005	14.993620641122	8.08243988023919e-51	7.19048490774137e-49
CDC6	190.05397061668	1.72541924727467	0.115287407154802	14.9662421061987	1.22024177687116e-50	1.08075458353282e-48
TEX101	42.6946635601034	2.97890249606824	0.199130346705228	14.9595606363198	1.34913793896939e-50	1.1896292410523e-48
HAS3	926.807608562131	2.82433200830765	0.188982750870397	14.9449195511211	1.68094051329682e-50	1.47567324004313e-48
BCAR3	311.450147701433	-1.70316736971439	0.114068656439032	-14.9310724162401	2.06911454020776e-50	1.80847870865176e-48
IGFL2	354.621930788833	-2.75596148418364	0.184591987764472	-14.9300168309584	2.1021303854168e-50	1.82931241574611e-48
SLC16A1	1029.39305548332	1.3428720607257	0.0899492517521996	14.9292188046786	2.12743815235096e-50	1.84328641304565e-48
FBXO45	1861.15077196733	1.67516423814499	0.112430230218036	14.8995891487222	3.3161230450386e-50	2.86076623556403e-48
APOL6	1827.61007100852	1.9337900350656	0.129856645844023	14.8917294336123	3.7299505657463e-50	3.20389891699105e-48
VSNL1	845.179677846498	1.51992505207563	0.102315326076634	14.855301843413	6.42777737966506e-50	5.49754281639336e-48
STIL	170.447331765394	1.47291074712572	0.0992181894531757	14.8451685647906	7.47666395778521e-50	6.36730595515998e-48
