	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
CDK5R1	207.082685148316	2.34764686926264	0.160456009298419	14.631093466225	1.77904747261559e-48	6.82798419989862e-46
KCNJ15	255.038835469902	2.72929080279256	0.187114255227812	14.5862259370332	3.43692001989842e-48	1.29322539572256e-45
MPZL2	2561.75951764041	2.92733532940214	0.202610936093608	14.4480618166124	2.57839774172783e-47	9.51527935841483e-45
GJB6	6569.44952603075	2.98197717749153	0.206785701211319	14.4206159324535	3.83901172311476e-47	1.39001198050136e-44
TEX101	45.8268975796096	2.87537844473181	0.199795206778269	14.3916287637615	5.84040925253221e-47	2.07550839918691e-44
NOS2	257.736312782837	4.86242389483236	0.342499353686749	14.1968848772764	9.57761712062176e-46	3.34171768263148e-43
IL36RN	4754.69383713142	2.69592813946849	0.191347839499999	14.0891485710687	4.4286883248187e-45	1.51761658845126e-42
CXCR2	343.73516468924	2.81354660345942	0.200176407851546	14.0553356594649	7.14423732657136e-45	2.40522656661236e-42
TPBG	951.917056989277	1.78457299726547	0.127506816645307	13.9959026836166	1.6511973547783e-44	5.46318573072337e-42
KRT6A	156397.061807351	4.0355096555809	0.291603591843267	13.8390258846672	1.48201315793706e-43	4.82031059335801e-41
ANKRD33B	886.757946708124	-3.09232273119729	0.224636275984102	-13.7659098809853	4.08705971905476e-43	1.30717793347768e-40
ADAMDEC1	161.237720254286	4.01898279644854	0.29300007819728	13.7166611735254	8.06967632445592e-43	2.53864079780835e-40
HPSE	879.405853148447	2.55676849616289	0.186514983308636	13.7081131542771	9.07881829887509e-43	2.81004069605505e-40
CLEC7A	429.510887239904	2.29574831643349	0.169713764167222	13.5271781148608	1.0809394377489e-41	3.29257584292085e-39
SPRR2E	29278.9542733562	3.47417910207618	0.257300809254993	13.502402546403	1.51358468331956e-41	4.538389073891e-39
SGK1	2482.67919326205	1.67561645574518	0.124311390894631	13.4791867719144	2.0737996331044e-41	6.122494609119e-39
CCNB1	456.598072429756	2.19571423194025	0.163665394641169	13.4158735067623	4.88147305018631e-41	1.41932527019811e-38
PLBD1	2091.63309911971	1.93463119087008	0.144373596765879	13.4001731217332	6.03222811822118e-41	1.72773817296514e-38
FLVCR2	349.738417910301	1.60801025886332	0.120535006447265	13.3406078969003	1.34359409870474e-40	3.79170158149175e-38
LCE3E	2384.87718750584	4.67642359072301	0.351043400685028	13.3214969476635	1.73591581636114e-40	4.82785862550293e-38
PAPL	1872.04694805064	3.61165704959191	0.277763341941421	13.0026411129284	1.18189842568425e-38	3.24009011269726e-36
ZC3H12A	2336.46604874197	3.51330550628744	0.272718710028727	12.8825246566961	5.64580229785435e-38	1.52595698726514e-35
WNT5A	658.912060958269	2.65361856452035	0.206240190365959	12.8666413651563	6.93528609312908e-38	1.84844639065482e-35
KRT3	460.902981388806	4.6278976323824	0.364123631692317	12.7096876708429	5.22426789156273e-37	1.37333836765875e-34
C1orf95	254.077412885679	-2.09472093953213	0.165002525326788	-12.6950841230068	6.29622604450324e-37	1.63276456478402e-34
FOXE1	155.418197035404	2.95328961375353	0.232884929244584	12.681325594289	7.5051746003253e-37	1.92032400773657e-34
KRT6C	47275.3910822983	3.89194180267053	0.308323584470556	12.6229130650309	1.57871431730626e-36	3.98625365119831e-34
KRT77	6490.79559593269	-3.72208531350867	0.296406754052838	-12.5573566142328	3.62233415079061e-36	9.02760939658074e-34
PNP	1361.39539554823	2.23042177301729	0.177862000377365	12.540181535601	4.499636058982e-36	1.10702584579314e-33
BCAR3	300.359161631974	-1.99788678752072	0.159428623140507	-12.531543885692	5.01762866018647e-36	1.21883916441745e-33
HYAL4	99.0437150229281	3.29867545005655	0.26349220752183	12.5190626359728	5.87245660342157e-36	1.40865552774575e-33
SPTLC2	2262.85913873872	1.2367411506706	0.0989673800715339	12.4964523641697	7.80576170065082e-36	1.84929095105542e-33
TRIM15	39.8227297987081	4.56427454830214	0.367203268773926	12.4298309313586	1.80014673059292e-35	4.21278240976562e-33
WIF1	334.098092342982	-4.66629126132295	0.37565095611799	-12.4218804326889	1.98832332057985e-35	4.59709933999125e-33
SLC26A9	644.340483885301	2.9943506918896	0.242566701092702	12.344442491079	5.21945373402689e-35	1.19239663280924e-32
PYGL	2034.49855312229	1.50921529697467	0.122333738637329	12.3368689111096	5.73427653274416e-35	1.29459725486306e-32
GM2A	10113.5015175614	1.83419082402119	0.150496796073862	12.1875739010483	3.62039631564048e-34	8.07853549966753e-32
UPP1	451.06422374716	3.10086823989057	0.254847044027247	12.1675660462401	4.62673813605603e-34	1.02054143483811e-31
FAM110C	769.299969927113	2.06041564963968	0.170164286087676	12.1083906441924	9.53465501474221e-34	2.07920488332844e-31
KPNA2	1201.57633995673	1.85364837340052	0.153733330720228	12.0575568402527	1.7695456119123e-33	3.81545845984237e-31
IL20	30.7401299448586	5.41844092154911	0.450377622762278	12.0308839686938	2.44528526712293e-33	5.21389158623211e-31
RNASE4	772.962644872153	-1.58016879318437	0.13280485461802	-11.8984264372664	1.20599710681802e-32	2.54319609668548e-30
LRRC55	75.1193148289715	3.33288206438114	0.280863909364524	11.8665373273556	1.7662796552219e-32	3.68422897649003e-30
CTSC	3104.83644454695	1.37646233632964	0.116391661672041	11.8261249693996	2.86044736389955e-32	5.90236396916477e-30
CADM3	634.066176827656	-2.59048457052837	0.219198373272239	-11.8179917663488	3.1512767652043e-32	6.43329799194368e-30
KCNK10	66.963897030822	2.71180672848112	0.229790280950924	11.8012246525791	3.84672007596836e-32	7.7703745534561e-30
KIF4A	152.968140777667	1.68914302323554	0.144044668460314	11.7265223440111	9.32100921047684e-32	1.86323090363594e-29
NFKBIZ	1988.76756256854	2.13714009600862	0.182262536520709	11.7256137043051	9.42157318012816e-32	1.86391741573876e-29
CXCR6	63.8418231498825	2.56537026575401	0.219471586592402	11.6888491379905	1.45342721886863e-31	2.8460477887846e-29
PRSS53	504.813054116506	3.50689379760034	0.301562498882582	11.6290779211437	2.93248049476114e-31	5.68427279742084e-29
CDH26	61.0713785445618	2.98428353763993	0.257024284311602	11.6109010696513	3.62772377338596e-31	6.96160192112766e-29
SNTB1	464.715872719891	-2.05807090973764	0.177412502090351	-11.6004841005485	4.09753776711428e-31	7.78532175751712e-29
GDPD3	562.010664485595	2.28532495981902	0.197121136777123	11.5935053804146	4.44558543102075e-31	8.36380239424395e-29
ARNTL2	1319.45786253418	2.0146446317353	0.174561950329746	11.5411441492814	8.18294675621949e-31	1.5245703713772e-28
CCL20	68.7597434136677	4.32407101692266	0.376508086115513	11.484669722594	1.57536344473009e-30	2.90684851003562e-28
EDA	199.301483322488	-1.80065789194717	0.15699035398175	-11.4698632513211	1.86954485455739e-30	3.41681578656726e-28
GZMB	96.3963109451435	3.72388800682409	0.325769920622238	11.4310369714652	2.92593575188254e-30	5.29704783760622e-28
HRH2	199.599566133992	3.34266753507384	0.294172938588171	11.3629334877517	6.39601841310658e-30	1.14709900324781e-27
UGT3A2	133.06289997732	-4.13867841064358	0.366194899425917	-11.301846140216	1.28488070868109e-29	2.28304266662872e-27
CD24	7354.47857592627	2.8421671607177	0.251624694497364	11.2952632347755	1.38488491197235e-29	2.43815976704122e-27
TTC39A	659.192015888709	2.40653939204785	0.214076622165651	11.2414861917322	2.55051917595838e-29	4.44949663514921e-27
GJB4	785.4005522968	-3.79999885193379	0.339029114655183	-11.2084735135466	3.70528306323769e-29	6.40580017869652e-27
SERPINB13	2611.27349774806	3.04540343462961	0.272208346997502	11.1877665333222	4.68075617785376e-29	8.01997420116194e-27
PLK2	1743.27939776046	1.04020118492831	0.0932121922829544	11.1594970513158	6.43546101018687e-29	1.09288935208395e-26
C5orf46	666.626933465207	-3.2109505084296	0.288029050828343	-11.1480091997499	7.32263447798288e-29	1.22192483158688e-26
LCN2	2485.26117751797	3.99530404710982	0.358376242643802	11.1483507322801	7.2945867867858e-29	1.22192483158688e-26
ENKUR	17.2613932818493	4.9125767874262	0.442358829376191	11.105411401766	1.18072348412618e-28	1.9532830741708e-26
SLC7A1	4363.88618918263	1.29789765314607	0.116892273373678	11.1033656518681	1.20807179376576e-28	1.98144424977479e-26
PHF17	706.526550536665	-1.18336915781067	0.106894049660154	-11.0704867256216	1.74450512515541e-28	2.83703841963833e-26
LTF	3859.05284262731	5.42116688226019	0.490560774997287	11.0509587365402	2.16886148574338e-28	3.49751696734583e-26
CCNE1	150.034940087209	2.18337745438726	0.197996747155448	11.0273400232837	2.8208511342871e-28	4.51101110558078e-26
KCNMB4	178.169275570344	-1.76282429836522	0.160895636946229	-10.9563213261921	6.19673437120206e-28	9.82771343664194e-26
LOC439949	39.7845456368011	2.84701093531325	0.261068334587114	10.9052326848289	1.08814518894689e-27	1.7115988668763e-25
CHAD	106.560680257331	-2.84785052352554	0.261692468096681	-10.8824321320299	1.39782728666791e-27	2.18083785619164e-25
NOD2	707.256823374361	1.80147497241219	0.16614610472221	10.8427156653729	2.15963433491643e-27	3.34220829734245e-25
ADAP2	703.24385636224	1.85894483614306	0.171865246664864	10.8162928353281	2.88200151673291e-27	4.42444872848836e-25
TRIM10	42.0011621192776	3.45616466112651	0.320348283329216	10.788772223807	3.88950940187983e-27	5.92378455730746e-25
CYP2W1	102.796173924881	-3.90751519007874	0.36223221182423	-10.7873211231	3.95139968212841e-27	5.970658259846e-25
PRSS22	498.073786585681	3.41036953946344	0.316628990388497	10.7708695128611	4.72517399569758e-27	7.08406945136224e-25
TMPRSS4	485.779734830046	2.8429852051067	0.264572439658844	10.7455833599774	6.21676690381086e-27	9.24804316931244e-25
RRM2	658.399924110943	2.6708740500493	0.248941344946571	10.7289291404067	7.44539606338798e-27	1.09905500351089e-24
HTR3A	52.570879014932	3.91462289066605	0.365681242221166	10.7050142000406	9.64158811115915e-27	1.41238225842095e-24
XDH	274.866537690149	2.78545653817284	0.261396823099584	10.6560458736397	1.63397579424841e-26	2.37545420391113e-24
DSC2	5565.94216481167	2.96359757755256	0.278907094735646	10.6257518488783	2.26182176689305e-26	3.2634856922314e-24
TMEM132C	168.496360592088	-2.03605737418374	0.191643118013062	-10.6242133570639	2.29942563945145e-26	3.29298343440846e-24
DLGAP5	151.018615529356	2.08928488876849	0.196673765696342	10.6230990257962	2.32704855995198e-26	3.30785643447989e-24
HK2	2477.72049808488	1.68547529181229	0.158912112818619	10.6063361811574	2.78454910482785e-26	3.92908068541519e-24
SLC23A2	1930.02004021302	1.53182822543438	0.144450031835917	10.6045544328741	2.83813553108654e-26	3.97546137529568e-24
IL8	583.155108194308	5.74279511801148	0.542256909021382	10.5905430110159	3.29673846914402e-26	4.58437762484592e-24
KIF20A	235.739449957273	2.08524625476193	0.197193512609487	10.5746189474877	3.9076271628806e-26	5.39477447882581e-24
LGALS9C	54.0273841363987	2.78424353130628	0.263627803791944	10.5612666466076	4.50540809884477e-26	6.17562724405936e-24
SLAMF7	254.265545042333	1.94149210489272	0.183877414800384	10.5586219329894	4.63414932067431e-26	6.3070443591305e-24
S100A7L2	24.8011899597285	5.42749868654272	0.515605933476755	10.5264473004506	6.52508589562957e-26	8.81805622092475e-24
RAB3B	245.914464696737	-1.74369672975517	0.16605912717988	-10.5004570321892	8.59629094650526e-26	1.15358617666738e-23
CYP24A1	65.7834094188803	3.66945467522042	0.350178423394102	10.4788143131557	1.08090355264065e-25	1.44045410938709e-23
SCUBE1	67.3071601676316	-3.01176080943636	0.287719567789063	-10.4676954458808	1.21566488713349e-25	1.60886959890287e-23
SOD2	4637.85503319554	1.63202339864204	0.155978458853229	10.4631332469936	1.27566137860918e-25	1.67670834626782e-23
CASP4	1384.07842065842	1.22290828062891	0.117267798435444	10.4283383583953	1.84079136632813e-25	2.40304668842427e-23
PRSS27	647.395933135435	3.55902987112903	0.342065956964825	10.4045135116881	2.36460791159526e-25	3.06600174483196e-23
CCRN4L	195.598976493394	1.97798068426318	0.190473662036903	10.3845364398987	2.91582338234201e-25	3.75534568504316e-23
GALNT6	993.434748252269	2.16810700003439	0.209592023818061	10.3444155962559	4.43614536013483e-25	5.6753086307325e-23
VSNL1	747.169318210595	1.79762098313552	0.174049650910798	10.3282079207204	5.25328392538723e-25	6.67619328001198e-23
IGFL2	340.428703469222	-2.59621559574069	0.251574734784733	-10.3198582240868	5.73077164152451e-25	7.2350991974247e-23
CCL27	1183.23974176527	-3.38213834282381	0.328556135974537	-10.2939436294257	7.50386630096982e-25	9.41171204677195e-23
PGM5	659.33381965889	-1.49317735845781	0.145347485486741	-10.27315576501	9.31081251228555e-25	1.16022397474519e-22
CHRM4	44.5324754637767	-4.07512297116378	0.396711307063812	-10.2722632266902	9.39737559411478e-25	1.16345572678105e-22
SGCG	108.49969712134	-2.35511954332588	0.229519955082497	-10.2610665921374	1.0553455690246e-24	1.29821035061423e-22
HAS3	1067.14722878183	3.0218681934988	0.294845318442117	10.2489949966495	1.19580380394129e-24	1.46162261131423e-22
FAM70A	105.362206309986	-2.25080956257407	0.219866574491205	-10.2371611864272	1.35143568582269e-24	1.64139562094541e-22
CATSPERB	18.9138825001138	3.36369328400801	0.330044698981323	10.1916294804612	2.16111076222713e-24	2.60828399541753e-22
NAMPT	4836.60601732111	2.46743466403808	0.242388262304965	10.1796788366494	2.44366543339684e-24	2.93087122918033e-22
DSG3	8841.09481123821	2.21187995526322	0.217752640499777	10.1577641041991	3.06013570025703e-24	3.64745367005792e-22
TMEM171	47.7131587709739	2.4970687640053	0.246732506830499	10.1205503728811	4.47889908233519e-24	5.30556008580323e-22
BUB1	163.606085071957	1.84849082742201	0.182674872357777	10.1190207693243	4.54944327441356e-24	5.32340344121928e-22
CLDN17	44.4838053194531	4.38352748506725	0.43318454493293	10.1193072013822	4.53615001057975e-24	5.32340344121928e-22
COBL	1128.55719389067	-1.55137295963873	0.153703697880109	-10.0932702403089	5.91649288158474e-24	6.88106050894613e-22
SLC5A1	2079.4277254849	1.82369178331674	0.181083718237775	10.0709870609245	7.42293412233681e-24	8.58109071130382e-22
DCUN1D3	413.88447819046	1.58125813146432	0.157325579220022	10.050864832685	9.10646866374879e-24	1.04642595004395e-21
RGS1	90.6246413504885	3.11801705808893	0.310305585151998	10.0482144288883	9.35470189567398e-24	1.06855196058324e-21
REN	24.7811656392231	3.94586005604594	0.393869543878563	10.0181903307114	1.26803395019217e-23	1.43985630202295e-21
IL4R	1940.84764355132	1.70486529897848	0.170258752065682	10.0133783332371	1.33127198809932e-23	1.50277114421329e-21
CRABP2	8877.18567999948	2.25845773511103	0.226596858792203	9.96685367638796	2.12865365988214e-23	2.3888224405344e-21
FUT2	576.952513049346	2.80857673414389	0.281943884908762	9.96147419566399	2.2470567322284e-23	2.5070359704339e-21
ABCG4	111.76637176093	3.74305203115069	0.377183878905458	9.9236797765922	3.28420020646188e-23	3.64299433306379e-21
TMPRSS11A	18.746281553905	5.21063800388237	0.525651927975037	9.91271548067035	3.66545790953202e-23	4.04253662551262e-21
CXCL13	39.2795497384097	4.2215925245882	0.426502695681931	9.89816141217662	4.23997965446843e-23	4.64944054681424e-21
PLAT	1432.86319207866	2.51412608073738	0.254016085523107	9.89750737855804	4.26779278223778e-23	4.65023057324398e-21
SOCS3	444.946000113995	2.50534069517495	0.253141230285362	9.89700765991661	4.28916524994364e-23	4.65023057324398e-21
NR3C2	227.954010871757	-1.5624326478647	0.158641063202669	-9.84885386117617	6.93300487164968e-23	7.4744024430875e-21
PLEKHG7	12.5810683024698	4.50851697333876	0.459228029123555	9.81759972696645	9.45683873410162e-23	1.01383651009726e-20
ADCY2	374.068830657279	-1.82374050096352	0.185811231246317	-9.81501757849023	9.70210791145557e-23	1.03435250456018e-20
FCHSD1	2119.33691926253	2.43675417558056	0.248408479200216	9.80946456991328	1.02511036171135e-22	1.08684352714038e-20
LMNB1	648.532694071949	1.34109356833962	0.136824777388077	9.80154029073166	1.10881731369804e-22	1.16913210164095e-20
IL17A	11.5532262880395	5.13887330373915	0.526250355816069	9.7650733095851	1.58996975868553e-22	1.66729615678553e-20
IFI16	3911.86425634809	1.65139708953996	0.169159449644558	9.76236972282612	1.63294223477106e-22	1.70305225463352e-20
TMEM165	1269.30488018217	1.76357939610901	0.181117819355672	9.73719428813216	2.09251966667487e-22	2.17056499478328e-20
RORC	412.357217731366	-2.42683484465541	0.249874742709517	-9.71220547679218	2.67485603985067e-22	2.75970362391045e-20
ADAMTSL3	144.848647142671	-2.3963464642392	0.247188197962924	-9.69442102813754	3.18438586191869e-22	3.2678269887818e-20
HRNR	499.326488715713	4.4038929266267	0.454945080099618	9.68005396533223	3.66522470785891e-22	3.74125862467088e-20
PTPN21	1261.19031108133	-1.37814917603508	0.142540100687544	-9.66850149107208	4.10342249474123e-22	4.16638506212086e-20
RGMB	1028.54852995481	-1.42212373252065	0.14714851549455	-9.66454692214225	4.2650294865644e-22	4.30767978143005e-20
NCAPG	146.056331468685	1.96475266408372	0.20371358451308	9.64468161894999	5.17715967214037e-22	5.20155466535988e-20
NCAPH	152.316359099182	1.63129959808491	0.169513172080546	9.62343856859559	6.36664892430634e-22	6.36333296132493e-20
CRY2	1727.98738843967	-1.8218085586828	0.189474762209526	-9.61504602216202	6.90784525275283e-22	6.85123840746146e-20
SFXN1	620.968845380835	1.07357887842021	0.111659308801018	9.61477273993679	6.92621287674582e-22	6.85123840746146e-20
LGALS9B	31.9483067505859	2.7364688230974	0.284825848575108	9.60751573913347	7.43204306899314e-22	7.31389264071684e-20
ZSCAN18	447.369741359152	-1.66767994808591	0.173718834283673	-9.5998799149359	8.00376184859736e-22	7.83633621809099e-20
FAM83A	839.73639017342	2.61393119824945	0.272433417342752	9.59475244903903	8.41187852605577e-22	8.19410908198022e-20
KIAA1239	48.7494568833971	2.7912184569586	0.291415907697904	9.57812659922505	9.88210939475338e-22	9.52953162237776e-20
MMP12	65.8774313007329	3.90553766788807	0.407738095019515	9.578544942437	9.84216972004554e-22	9.52953162237776e-20
IL34	773.876182852635	-2.6194296980677	0.273840451496646	-9.56553235196439	1.11625504966372e-21	1.07104672015234e-19
EMX2	441.048514348845	-1.79207590004632	0.187498097435418	-9.55783511703942	1.2024560741835e-21	1.14801652057619e-19
C14orf132	1730.10439096012	-2.04201900223112	0.214300023716151	-9.52878570342981	1.59133657578834e-21	1.51176974699893e-19
CASP5	20.8506893993756	3.61277069973694	0.380073663062004	9.50544868231915	1.99187454060933e-21	1.8829592332164e-19
NDC80	103.608956231249	1.8277672376036	0.192391890166651	9.50023016053525	2.09426899714878e-21	1.97005010074927e-19
ACAT1	957.526559062455	-0.87453170971713	0.092130294414294	-9.49233599302866	2.25913865501072e-21	2.10450829075998e-19
POLB	355.191014533996	1.45603500748483	0.153390237838321	9.49235771457338	2.25866783502831e-21	2.10450829075998e-19
CLDN1	7602.59521382179	-1.79209572489245	0.188809633465469	-9.49154813766538	2.27628140020704e-21	2.11023381980547e-19
CNGB1	31.7885734295504	3.45359177760065	0.364902940538454	9.46441202283683	2.95217242360149e-21	2.72366292350541e-19
FXYD6	404.881518497172	-1.69857156025099	0.179668334643412	-9.45392833757902	3.2634766811519e-21	2.99646495269402e-19
ITM2A	905.669713672067	-1.80072823160462	0.190556587983509	-9.44983456442062	3.39366641539328e-21	3.10116469101891e-19
CARD6	438.334505153445	2.08975348662153	0.221275819972223	9.44411136690786	3.58432695771005e-21	3.2598689250453e-19
PHYHD1	321.950149495857	-1.63863836912429	0.173570407606152	-9.44077041544155	3.70048448296454e-21	3.34963666170234e-19
C15orf42	87.8957543941772	2.09548145184665	0.222159181361152	9.43234233673262	4.01031545504821e-21	3.59616605525118e-19
TMC5	368.79411677154	2.52020896697865	0.267182757407897	9.43252847387586	4.00320329969431e-21	3.59616605525118e-19
CXCL2	38.8087896183385	3.66546528808885	0.388804392973038	9.4275305380694	4.19857108459668e-21	3.74746879597257e-19
ULBP2	50.5905990889765	2.85237626481865	0.303812545111481	9.38860593716434	6.07996119937652e-21	5.40159515814979e-19
SYT8	608.595211922127	-3.49827784569362	0.372713554471999	-9.38596893973822	6.2340577021925e-21	5.51297545184674e-19
RAI2	540.048045151691	-1.80115947228286	0.191924659679721	-9.38472145939238	6.3082956008342e-21	5.55303635688111e-19
C7orf41	1318.99281831183	-1.21820765506993	0.129863268445453	-9.38069455399251	6.55395544379681e-21	5.74294086604844e-19
SCD5	255.851270067472	-1.42336696826949	0.151901248708161	-9.37034409114127	7.22964479569162e-21	6.30622198315101e-19
GTSE1	88.9943691151823	1.88361952229043	0.201275592715858	9.3584100132277	8.0945580378544e-21	7.02871351793782e-19
KRT6B	61882.3739291597	2.99804863193153	0.32137915777826	9.32869652362483	1.07180868040458e-20	9.2648687283621e-19
CCNB2	240.163753619806	1.62474250477632	0.17430960773454	9.32101520904504	1.15232372414546e-20	9.91618487280332e-19
EPHB2	472.546870266455	2.29848765936043	0.246714183206207	9.31639855273064	1.20356310898394e-20	1.03108821702687e-18
SYT9	12.8600352249681	-4.05026101024284	0.43537695043004	-9.30288341227579	1.3668755837933e-20	1.16579299791082e-18
FUT3	223.147113360502	2.71541915705197	0.293104444104092	9.26433976581952	1.96287923537463e-20	1.66671028879819e-18
AURKA	135.838004287583	1.78518028169719	0.192793175323903	9.25956159339143	2.0527330529019e-20	1.73532807423733e-18
GRIN3A	79.9944404269033	-1.97844246242952	0.21388219776652	-9.2501502373248	2.24177349034001e-20	1.88682602103618e-18
HS3ST6	446.968140668617	-3.21153064015848	0.347275171422669	-9.24779801274569	2.29164901151741e-20	1.92038185724974e-18
GK	615.562025370828	2.1694442768849	0.234828187884551	9.23843213384362	2.50135450792294e-20	2.08699969595831e-18
DEPDC1B	82.8261663306611	2.03709380943496	0.220514092884868	9.23793025100914	2.51311242651606e-20	2.08773279068585e-18
ADAM23	129.025196026719	1.94391788017688	0.210631753523004	9.22898778395524	2.73201352595117e-20	2.25979911909495e-18
STAT3	8813.66875215741	1.02251584663696	0.111044183234962	9.20818918063796	3.3167274848773e-20	2.73167383840324e-18
